Commet,label
የአአ ምርጥ ቡድንና ጁቡቲ 1ለ1 ተለያዩ,ስላቅ
ሰውየው ሆዱ ውስጥ ፈርንቸር ያመርት ነበር እንዴ,ስላቅ
በአፍጋኒስታን ባለሥልጣናት ለመንግሥት ሥራ የቀጠሯቸውን ዘመዶቻቸውን እንዲያሰናብቱ ታዘዙ,ስላቅ አይደለም
ውሼት ነው የዘመኑ ወሬ ነው ማንም ይሄን ሚስማር ሊውጥ አይችልም,ስላቅ አይደለም
በስማም እንዴት ያለ ሰው ሄደብን መሰላችሁ!ኦርቶዶክስ አበቃላት ጉዷ ፈላ ፓፓፓ!,ስላቅ
እግርኳሱ ቁሞ ለምን ወደሌላ የስፖርት ሴክተር አይዞርም፤ ለምሳሌ ሩጫ…እንዴ!!!!!,ስላቅ
ኧረ ወዳ የማያልቅ ኢራን ኢራን ጉራ ብቻ ይልቁንስ ያልተጠበቀዉ የመን በወኔ ተቀላቀለ አሏህ ያግዛቸዉ ድል ለአማኞች ለተገፉት ሞት ሽንፈት ለአረመኔዋ ለጨካኟ ህፃን ገዳዮች የአሏህ ቁጣ ይዉረድባቸዉ,ስላቅ አይደለም
ሰውዪው ሀገሪቱን ጠላት ሰበሰባት ታደርገዋለች ምክንያቱም ግብፅ ይህንን አጋጣሚ መጠቀም ትፈልጋለች,ስላቅ አይደለም
ሥራ ይፍረስ,ስላቅ አይደለም
እኔን አፈር ልብላልሽ የኔ እናት የ እናትም ጨካኝ አለ ለካ አንጀቴን ነው ስፍስፍ ያረግሽኝ እማኮ ውይ አረመኔነት እኔም የሴቶች እናት በመሆኔ በጣም ይሰማኛል የእንደዚዝ ድርጊት,ስላቅ
ዘር ከእግዚአብሔር ነው እንጅ ከሰው አይደለም,ስላቅ አይደለም
የአገራችን ፖለቲካ ዋና በጥባጭ ዝቃጭ ናይሮቢ ቁጭ ብለህ መታገል ብሎ ጨወታ አያዝልቅምና ሰለሕዝብ የሚያስብ መንግሥት ያምጣልን አሁንም መታገል መታገል,ስላቅ አይደለም
ይሄ ሰዉ የአሜሪካ ሀገር መንግስት ኮሙኒኬሽን ሚንስቴር ሳይሆን አይቀርም፣,ስላቅ
ጉድ በል ጎንደር 😭😭,ስላቅ
ዋሸሁ እንዴ፤ አይደለም እንዴ? ህወሀት ቢሆኑ ኖሮ ይፈቱ ነበር፥ እንደ ስብሀት ነጋ አማራን ኦርቶዶክስን አከርካሪውን መታን ቢሉ ይከበሩ ነበር እንደ ጌች ህዝብን አጋንንት ቢሉ,ስላቅ አይደለም
እስቲ ኮሜንት ላንብ,ስላቅ
ለሚደርሰው ሁሉ የድሮን ውድመት አስተኳሽና የአካባቢው ካድሬ ንብረቱ ተሽጦ ትምህርትቤቶችንና ጤና ተቋማትን መስሪያ ሊሆን እንደሚችል መነገር አለበት በሚድያም በስብሰባም በሰፊው ሊነገር ይገባል። የህዝብ ንብረት ወድሞ አይቀርም። ስም ዝርዝራቸው ሊያዝና ይፋ መደረግ አለበት።,ስላቅ አይደለም
ለማንኛዋ ሀገር ነው እሚወራው?አይ የብልጽግና ደሴት ሰዎች!,ስላቅ
ከሕዝቡ ተወልዶ ሕዝቡን ለመጨፍጨፍ ወንበዴ የሚያደራጅ ግለሰብ ሊፈታ አይገባም,ስላቅ አይደለም
እነሱ ጅቡቲ የተጓዙበት ብር ስንት ድሀ ይድን ነበር,ስላቅ
መግለጫው ይቀጥል ከዚህ ሆላ ወደ ሆላ የለም ዛሬ የጃዋር መምጣት እና የፖለቲካ ፓርቲዎች ጠንካራ እቅስቃሴ ለኢትዮጵያ ህዝብ ትልቅ ተስፋ ሁኖል ። ብዙ የገጠሩ እና የከተማው ሰዎች አጀንዳ አንድ ነበር እሱም አብይ ይውደቅ እጅ ጃዋር አይደለም ማንም ይግዛን እንቀበለዋለን ነበር ። ይሄ ህዝብ ለውጥ ከመቸውም ግዜ በላይ አሁኑ ፈልጎል እና ጠንክራቹ ስሩ ። እንበርታ,ስላቅ አይደለም
ሆዱ የብረታብረት ፋብሪካ ከሆነ ፥ለምንድነዉ ለስራጥ ወጣቶች ማስታወቂያ የማያወጣዉ,ስላቅ
"#ሸገር ዳቦ ኳስሜዳውን ወስዶ ስንዴ ያምርትበት
እግር ኳስ አሁን ላለው ትውልድ አትሆንም
ኳስ ሜዳውን ለግብርና ሚኒስትር አስረክበን ስንዴ ቢዘሩበት የተሻለ ምግብ ይኖረናል",ስላቅ
በጣም ጥሩ ሃሳብ ነው።እንዴት ነው ግን ሁሉን ነገር ኮርጀው ይችሉታል እንዴ? ዲጂታል ወያኔ ነበር አሁን ደግሞ ዲጂታል ማን እንደምለው ግራ ገብቶኝ ነው እንጂ,ስላቅ አይደለም
ይህንን ቀውስ ጠማቂና እብድ ሰውዬ ከቤተ መንግስት ወደ እስር ቤት በመወርወር ለህግ ማቅረብ የግድ ነው ከቀውስ ወደ ቀውስ ከጦርነት ወደጦርነት አገርን እየደ,ስላቅ አይደለም
ሌላው ተውትና የኣለም ዋንጫ እንበላለን እያላቹህ ነው?,ስላቅ
ኸረ በጀት ባከነ ወገን የማንም አሳማ እየተቀለበበት ነው ቱ ቱ ቱ,ስላቅ አይደለም
ወደብ አልባ ነን ጥሩ ወጤትነዉ,ስላቅ
በቲተር እና ፌስ ቡክ የሚሆን ነገር የለም ሰውዬው እንደ እንተ ሃሳብ የእብድ አስተሳሰብ ያለው አይመስለኝም ስሜታዊ አድርጋችሁ ለለማስነሳት ከሆነ ዋጋ ሕዝብን ዋጋ,ስላቅ አይደለም
ድል ለእስራኤል ሞት ለአሸባሪዎች 👊,ስላቅ አይደለም
ጀግና ነህ ጀዌ,ስላቅ አይደለም
መተዳደረችን ሊዘጉትነው እድሜ ለጃኩ አዲስ አፕ መታል ይዝጉት ከፈለጉ,ስላቅ
? ሀይ ክብርሽ ግራ ተጋብተን አለቅን እኮ። Seriously literally ወያኔ ከዚህ የከፋ ምን አደረገች (ከጦርነቱ በስተቀር)? እንዳውም,ስላቅ አይደለም
ነፍስህ በሰላም ትረፍ የእኔ አባት ለዚህችው ነው የእኛ ብዙ መጨነቅ እና ብዙ መሮጥ አንድ ቀን ድንገት እመለሳለሁ ብለን ከቤታችን እንደ ወጣን ላንመለስ እንደምንሄድ እያወቅን እንኳን ሄደን ዘለዓለም ላናልፍ ለምንኖርበት ሳይሆን አንድ ቀን ጥለነው ለምን ሄደው እና ለሚያልፈው ዓለም ብዙ ዋጋ እንከፍላለን ሰው ከንቱ,ስላቅ አይደለም
የንሮውድነቱ ከቀን እስከቀን እየጨመረ ምኑ ነው የቀነሰ።አንድግዜ መብላት አቅቶን,ስላቅ
በጣም ከምንም በላይ ያማል ይሠቀጥጣል,ስላቅ አይደለም
ምን አልባት አንድ ሰው ሀደራ ሳጢቶት ልሆን ይችላል 🤔😂,ስላቅ
ማመን ይከብደኛል 🤔,ስላቅ
ቆሻሾች አሰልጣኙና ተጫዋቾች መታሠር አለባቸው,ስላቅ አይደለም
ብአዴን አሸባሪ ነው ።አሸባሪነቱንም በዚህ አንድ አመት ውስጥ አሳይቷል,ስላቅ አይደለም
ኤረ አመታዊ የቲክቶክ ጥቅል ገዝቼ ነበር ተረጋጉ እንጂ 🤔,ስላቅ
እየውልህ ፋኖን አይደለም አስገድደህ ባሰለፍከው ህዝብ በታንክም አላሸነፍከው እውነታውን ተቀበሉት የተመዘዘው ሰይፍ አንገት በጥሶ ነው ወደ ሰገባው የሚመለሰው።,ስላቅ አይደለም
ማህበረ ቅዱሳኖች በርቱልንማህበሩን እስከ አለም ዳርቻ ያስፋለን በጣም ደስ ይላል በእውነት,ስላቅ አይደለም
ፍትህ ለሙስሊም ሴት ተማሪዎች,ስላቅ አይደለም
እና ጋዜጠኛዉ አልተደበደም ለማለት ነዉ? እና ሀቁ ይድበስበስ አንተ የማትደግፈዉ ሰዉ ስለተናገረ? ወይ ጉድ የሚገርም ግዜ ዉስጥ ነዉ ያለነዉ።,ስላቅ
 ልብ ካላቸው ይምጡ ከእኛ ቀበሌ ጋር ይጋጠሙ,ስላቅ
የኢትዮጵያ ባለስልጣናት መቼ ይሆን እውነትን የሚናገሩትን እንደጦር መፍራት የሚያቆሙት? 50 አመት እውነት የተሳደደባት ሀገር !,ስላቅ አይደለም
ሁሉም ፓዱን ኮፒ ኮፒ አርገው በየ አገሩ ፎርጂድ አላቸው ኑሮ ዉድነቱንም ያካትታል ካንዱ ክልል ወደ ሌላ ክልል መግባት አልተቻለም በቃ የከተማ ይላል አንዱ ሌላደሞ የወረዳ እያሉ በጣም እየዘረፉነው በፎርጂድ ወረቀት አንድ አገርላይ ቡዙ የክልል መንግሶቶች በዙብን መንግስትታችን ሰርቶለሚበላ ሰው አልሆነም ስራ አቁመን ጫካ እድን ገባ እያስገደደን ነው,ስላቅ አይደለም
ኳስ ቢበቃንስ ወገን.....???????,ስላቅ
እውነትም ጀጃው እንደዚህ የሸተተ አማራም አለ የሚገርም ነው,ስላቅ
አይደለም እናንት ግን ለምንድነው ኦርቶዶክስን ታርጌት አድርጋቹት እኛ በክርስትና አንድ ሆነን ሳለ ! ላላመኑት ለአህዛብና ለረይሁድ ሂዱና ስበኩ እስቲ ኦርቶዶክስ አዲስ ኪዳን ተቀብላለች ላልተቀበሉት ድረሱላቸው ጎበዝ ከሆናቹ,ስላቅ አይደለም
መሠረት አበራ ብሎ የፖለቲካ ተንታኝ የሚገርም አገር,ስላቅ
ጋራዥ ነዉ?,ስላቅ
በጣም ጥሩ ኢትዮጵያም ይዘጋያ,ስላቅ አይደለም
እጅግ ያሳዝናል ስንት ሌባ ባለ ስልጣን ሀገሪቷን ግጦ ጨርሶ እንደ ልቡ ይንፈላሰሳል እምነቱ ሃይማኖቱን ባለ እጁ በካቴና ታስሮ ወኒህ ?መንግስት ተብዬው በዚህ ዘመን ሽብር ከሚሰብኩ,ስላቅ አይደለም
ህጋዊ የመንግስት ዝርፊያ ነዉ,ስላቅ
አረ ጃንሆይ ሼም አገር ጥሎ ስለተንቦቀቦቀ ነው በዘመኑ ኢትዮጵያን የፈጠፈጠ የጣለ ቤተሰቡን በእንግሊዝ አስቀምጦ ኢትዮጵያን ዋጋ ያስከፈለ 😏😏😏,ስላቅ አይደለም
ኧረ ምን ያናዳል....እንኳን ወሰዳችሁት ይሄን ከብት,ስላቅ
"Etv ዘረኛ ናቹሁ አሽቃባጭ ስንት አባቶቻችን መስዋት የሆኑበትን ባንዲራ እያቃጠላቹሁ አሁን በዚህ አዲስ ባዲራ አገሯን ታባላላላቹሁ ለጊዜው ፈጩ ችግር የለም ግን ,?",ስላቅ አይደለም
አቶ ጌታቸው ረዳ በመጀመሪያው ጋዜጣዊ መግለጫቸው ምን አሉ?,ስላቅ አይደለም
እግዝአብሔር ይቅር ይበለቹ ምን እያተከሄደ ነዉ መነዉ እነንተን በፍርድ ወንበር ያስቀመጠቹ?,ስላቅ አይደለም
ይህን ሁሉ ስድብ ለመሰብሰብ ነው አይዴል የለጠፋችሁት,ስላቅ
ለምክክር ኮሚሽን አጀንዳ ሆኖ እንዲያዝ የኢትዮጵያ ሕዝብ ማስያዝ አለበት ።,ስላቅ
ትክክልና። እውነታ። ከዬት መጣ ሃሳቡ። በውነት በውነት። በተለይ። አርቲስቶችና። ህገወጥ ዘፋኞች,ስላቅ አይደለም
የምታጨሱትን ባገኘንን እንደ እናንተ በሆንን,ስላቅ
የህንፃ መሳርያ ቤት ነው በሉኝ,ስላቅ
በዚህ ቡድን ልምምድ የማያደርግበት ብዱን ዬለም,ስላቅ
ድርቁን ላሽ ያለው የአብይ መንግስት፣ ድንገት ዝናብ ቢጥልለት በኔ cloud seediስላቅ አይደለምg የመጣ ነው ለማለት የሚቀድመው አይኖርም። Boraስላቅ አይደለምa,ስላቅ
ትክክለኛ ፣ሀሳብ፣ቀጥሉበት,ስላቅ
Ethiopia (የዘመኔ ምርጥ መሪ) ኩጠቅሚ ዶክተር አብይ አህመድ ? ከተለያዩ ክፍለ ከተሞች ለተውጣጡ 150 አቅመ ደካሞች ነው የበዓል ማዕድ የማጋራት ስነ ስርዓቱ የተከናወ,ስላቅ አይደለም
በኢትዮጵያ በብረታብረት ዘርፍ ያለውን የኑሮ ውድነት ለመቀነስ የምደረገው ድጋፍ ይቀጥል ባይ ነኝ 😴,ስላቅ
በእግዚአብሔር ላይ አመፅ ከጀመረችኮ ቆየች ሀገራችን 😭😭😭🙏🙏,ስላቅ አይደለም
ግን ይህ ፓርቲ በሀገሪቷ ላይ ትንሽ ለውጥ ቢያመጣ ስገዱልኝ ማለቱ አይቀርም ነበር የብር የመግዛት አቅም ማዳከም እንደ ትልቅ ስኬት ማውራት ምን ይሉት ድንቁርና ነው,ስላቅ
“ኢትዮጵያ ከሶማሊያ ጋር የመዋጋት ፍላጎት የላትም” ጠቅላይ ሚኒስትር ዐቢይ,ስላቅ አይደለም
በጊዜ እጅ መስጠታቸው ጠቅሟቸዋል,ስላቅ አይደለም
ጉራ ብቻ,ስላቅ
አለህሆይ ደግደጉንአሰመንከሚመጠውምበለአንታውጠብቀን እለሂ,ስላቅ አይደለም
የኛ ሰፈር ልጆች ብንሰባሰብ እናሸንፋቸዋለን,ስላቅ
ጤነኛ ምክርቤት አለን ማለት አረ ለውጥ🙄🙄🙄,ስላቅ
ምንም ዓይነት እግር ኳስ አያሰፈልግም።በዚህ ዙሪያ የሚወጣው ከፍተኛ ወጭ መቆም አለበት።,ስላቅ አይደለም
በምትኩ ሌላ ምን ልገባሌት ነው ግለሠቡ የለብረት መኖር እንደምችል ተረጋግጧልን? ወይስ ግርስ ተደርጎለት ልመለስ ነው?,ስላቅ
12 ሌላውን ህዝብ አካቶ የሚለውን ላንች ትቼዋለሁ ? ድንገት ፕላኔትን ከመረጥሽ በጉዞው ጉዳይ ከናሳ ጋር መነጋገር ስላለብኝ ወደዚያው አቅንቻለሁ ድንገ,ስላቅ
ዘንድሮ ማንንም አንሰማም,ስላቅ
የህዝበ ሙስሊሙ እጅግ የሚገርም የእንቅልፍ እና የፈሪነት ዘመን ተብሎ የሚጻፍ ታሪክ,ስላቅ አይደለም
በጣም ጎበዞች ናችሁ በተለይ ትርሀስ ሳላደንቅ አላልፍም በርቺ ባለ ጎዳይዋ ልጁማለትም ጓደኛዋ የባሰ እያሳማት እንደሆነ እርስዋም ተናግራለች የሚታይም ሀቅ ነው ቢቻል ልጅትዋ የሚያታደግ የ ህግ አካል ብታገኝ,ስላቅ አይደለም
እነዚህ ሰዎች ተጨዋቾች አለመሆኑ ለማረጋገጥ VAR እንፈልጋለን...!!!,ስላቅ
ፋና ቲቪ ንቆ ማለፍ ያለበትን ጉዳይ ተራ ለኢትዮጵያ የማይመጥን የብሽሽቅ ዘገባ ውስጥ መግባቱ ያሳዝናል🙄🤗,ስላቅ አይደለም
ብራንዱ ሀላባው❤✌️,ስላቅ አይደለም
"እኛ ኳስ እንወዳለን እንጂ
እርሷ እኛን አትወደንም",ስላቅ
ይህማ ህገ-ወጥ ነጋዴ መሆን አለባት ምክንያቱም የብረታ ብረት ዋጋ ይጨምራል ብሎ በእሱ ቤት መደበቁ እኮ ነው ተነቀበት እንጂ,ስላቅ
አለመሸነፋችን  እንመሰግናለን,ስላቅ
ጉራ ብቻ,ስላቅ
ሰላም ይሻለናል ይቅርብን ባህር በሩ በዚህ ደግሞ ነካክተህ ከኤርትራ ጋር ወደ ጦርነት ልትጋፍጠን።,ስላቅ አይደለም
ገጦ ይመችህ ደሞ ፕራንክ ነው ብለህ እንዳትመለስ,ስላቅ
የጅቡቲ የህዝብ ብዛት 1ሚሊዮን ነው የእኛ 120ሚሊዮን ከጂቡቲ ህዝብ 65% ፈረንሳይ ላይ ይኖራሉ ከ35% ውስጥም 15% ብቻ የወጣት ሀይል ነው ከእነዚህ ከተወጣጡ ጋር አቻ መውጣት የከባድ ከባድ ነው።ከኢትዮጵያ ሹፌሮች ገጥሞ አቻ ወጡ በምል ይስተካከል,ስላቅ
መዘጋት አለበት,ስላቅ አይደለም
የዜጎቹን ደህንነት የመጠበቅ አቅም ያልነበረው፥ በዙሪያው የከበቡትን double ageስላቅ አይደለምts ለይቶ እንኳ የማያውቅ እጅግ ደካማ መንግስት ነበር፡፡,ስላቅ
እራሳቸውን ለመከላከል ወደ ዶኩመንተሪ ሲወርዱ ነው ግራ መጋባታቸው በደንብ የገባኝ:: አብቹ በዚህ ፍጥነት ይርበተበታል ብዬ ግን አስቤ አልነበረም:: ቁልቁለቱን ጨርቅ ያድርግለት🙂አሜን🤲🏼,ስላቅ
ክለብ ብሄድ እንኳን ጅቡቲን ያሽንፋል,ስላቅ
ከጅቡቲ ጋር አቻ? ይህ ነዉ ጨወታ!,ስላቅ
በድጋሚ ፦በማኅበረሰቡ ውስጥ አንዳንድ በዕውቀት እጥረትም ይሁን ባለመሠልጠን ወይም በተለያየ ምክንያት የአመለካከት የግንዛቤ ብዥታ ያለባቸው ሰዎች ሊኖሩ ይችላሉ።የሚጠበቅም ሊሆን ይችላል።ነገር ግን እንደ ሕዝብ መንጋው ሁሉ እንዴት አንድ ዓይነት አመለካከት ይኖረዋል? እንዴት ሁሉም አንድ ዓይነት ተሳዳቢ ይሆናል?እንዴት ሌላው መሀይም፣ ከአንደበቱ ፀያፍ ቃላት ሲያወጣ ሲመለከት እንዴት አንዱ ምሁር፣የተሻለ ሊያርመው አልቻለም?ወይም ለማረም ሲያስተካክል አይታይም።እንዴት ትልቅ ሰው ይጠፋል?እንዴት ኦርጅናል ገንዘቡን እና ፌኩን ገንዘብ የሚለይ አንድ ሰው ይጠፋል?? ፦መንጋነት ያስፈራኛል!ከከተማ ወጣ ባልኩ ቁጥር ከሦስት ሰዎች በላይ ተሰብስበው ስመለከት መሸሽ ጀምሬያለሁ! ሆ! እንደመንጋና እንደሰከረ ሰው የሚያስፈራኝ ነገር የለም! ሰው አዕምሮውን ለሌላ አሳልፎ ከሰጠ ምኑን ሰው ሆነው!? እናም ወዳጄ ማመዘዘኛውን የተነጠቀ ሰው ከአንበሳ በላይ ያስፈራኛል!👍✌️,ስላቅ አይደለም
